condition,seed,executionTime,extinct,finalPopulation,totalDeaths,totalBorn,finalTimestep,finalMeanWealth,finalSocietalWealth,finalGini,finalMeanTimeToLive
four_peak_altruistic,239,0.0,True,0,321,71,218,0.0,0.0,0.0,0.0
four_peak_altruistic,224,0.0,True,0,275,25,245,0.0,0.0,0.0,0.0
four_peak_altruistic,96,0.0,True,0,253,3,131,0.0,0.0,0.0,0.0
four_peak_altruistic,31,0.0,True,0,281,31,170,0.0,0.0,0.0,0.0
four_peak_altruistic,33,0.0,False,1198,89016,89964,5000,54.9,65770.41,0.181,18.46
four_peak_altruistic,433,0.0,False,1313,97624,98687,5000,57.76,75836.95,0.145,20.61
four_peak_altruistic,605,0.0,False,295,13917,13962,5000,175.95,51905.43,0.475,17.16
four_peak_altruistic,90,0.0,False,407,30207,30364,5000,106.01,43146.1,0.259,15.68
four_peak_altruistic,559,0.0,True,0,268,18,178,0.0,0.0,0.0,0.0
four_peak_altruistic,914,0.0,False,383,21183,21316,5000,125.53,48077.25,0.379,16.86
four_peak_altruistic,759,0.0,False,1047,50704,51501,5000,83.28,87197.08,0.326,21.13
four_peak_altruistic,693,0.0,True,0,301,51,287,0.0,0.0,0.0,0.0
four_peak_altruistic,105,0.0,True,0,283,33,172,0.0,0.0,0.0,0.0
four_peak_altruistic,755,0.0,True,0,267,17,185,0.0,0.0,0.0,0.0
four_peak_altruistic,143,0.0,False,1032,79629,80411,5000,61.94,63926.55,0.192,18.9
four_peak_altruistic,229,0.0,True,0,291,41,153,0.0,0.0,0.0,0.0
four_peak_altruistic,251,0.0,False,1166,92205,93121,5000,53.55,62437.33,0.188,17.84
four_peak_altruistic,282,0.0,True,0,270,20,191,0.0,0.0,0.0,0.0
four_peak_altruistic,760,0.0,True,0,304,54,236,0.0,0.0,0.0,0.0
four_peak_altruistic,26,0.0,True,0,280,30,178,0.0,0.0,0.0,0.0
four_peak_altruistic,115,0.0,False,961,55478,56189,5000,78.97,75888.07,0.259,21.81
four_peak_altruistic,655,0.0,False,266,20127,20143,5000,89.04,23685.36,0.218,15.16
four_peak_egoistic,687,0.0,True,0,286,36,148,0.0,0.0,0.0,0.0
four_peak_egoistic,215,0.0,True,0,282,32,147,0.0,0.0,0.0,0.0
four_peak_egoistic,364,0.0,False,538,34636,34924,5000,78.75,42366.41,0.283,11.03
four_peak_egoistic,380,0.0,False,347,26798,26895,5000,57.74,20035.97,0.154,11.25
